N,TREE,BR,TL,IN,INTERNODE_1,INTERNODE_2,INTERNODE_3,INTERNODE_4,INTERNODE_5,INTERNODE_6,INTERNODE_7,INTERNODE_8,INTERNODE_9,INTERNODE_10,INTERNODE_11,INTERNODE_12,INTERNODE_13,INTERNODE_14,INTERNODE_15,INTERNODE_16,INTERNODE_17,INTERNODE_18,INTERNODE_19,INTERNODE_20,INTERNODE_21,INTERNODE_22,INTERNODE_23,INTERNODE_24,INTERNODE_25,INTERNODE_26,INTERNODE_27,INTERNODE_28,INTERNODE_29,binaryClass
1343.0,D18,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1344.0,D18,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1345.0,D18,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1346.0,D18,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1347.0,D18,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1348.0,D18,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1349.0,D18,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1350.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1351.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1352.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1353.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1354.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1355.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1356.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1357.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1358.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1359.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1360.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1361.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1362.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1363.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1364.0,D18,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1365.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1366.0,D18,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1367.0,D18,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1368.0,D18,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1369.0,G21,A,86.0,20,0.3,1.0,1.5,3.0,4.4,5.1,5.1,5.9,7.6,7.3,6.2,6.6,6.8,6.6,5.5,5.1,4.4,2.0,1.0,0.3,,,,,,,,,,N
1370.0,G21,B,33.0,9,0.4,2.1,3.7,7.5,6.6,6.2,4.0,2.4,0.3,,,,,,,,,,,,,,,,,,,,,N
1371.0,G21,B,1.0,3,0.3,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1372.0,G21,B,2.0,4,0.3,1.0,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1373.0,G21,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1374.0,G21,B,41.0,11,0.3,1.8,3.3,8.2,7.3,6.1,4.1,4.2,3.6,1.6,0.2,,,,,,,,,,,,,,,,,,,N
1375.0,G21,B,43.0,12,0.5,1.8,3.3,7.5,6.0,6.2,5.2,4.0,3.1,2.8,1.9,0.4,,,,,,,,,,,,,,,,,,N
1376.0,G21,B,21.5,8,0.4,2.2,4.2,5.7,3.5,3.0,1.8,0.7,,,,,,,,,,,,,,,,,,,,,,N
1377.0,G21,B,35.0,10,0.4,1.5,3.3,7.3,5.8,5.0,4.3,3.8,2.6,0.7,,,,,,,,,,,,,,,,,,,,N
1378.0,G21,C,71.0,15,0.3,1.1,2.5,7.4,9.0,9.5,7.4,5.2,4.5,5.5,5.0,4.5,4.7,3.2,1.0,,,,,,,,,,,,,,,N
1379.0,G21,C,17.0,8,0.3,1.0,1.8,3.7,5.2,3.2,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,N
1380.0,G21,C,101.5,20,0.5,1.6,3.1,8.1,10.0,9.0,8.8,7.4,5.8,5.2,5.5,6.0,5.4,5.8,5.7,4.2,3.8,3.5,1.6,0.5,,,,,,,,,,N
1381.0,G21,C,110.0,21,0.5,1.2,3.0,7.3,8.1,9.9,8.5,9.0,7.1,6.9,6.0,6.0,5.7,6.3,5.9,6.2,5.5,3.5,1.8,1.1,0.3,,,,,,,,,N
1382.0,G21,D,41.0,13,0.3,1.0,1.5,3.2,4.2,4.2,4.5,4.0,5.6,4.5,4.2,3.0,0.4,,,,,,,,,,,,,,,,,N
1383.0,G21,D,34.0,11,0.4,0.8,1.2,3.1,4.5,4.6,5.3,4.6,5.1,3.3,1.1,,,,,,,,,,,,,,,,,,,N
1384.0,G21,D,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1385.0,G21,D,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1386.0,G21,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1387.0,G21,D,77.0,20,0.3,1.0,1.1,2.5,4.0,5.1,5.4,5.3,5.4,5.3,6.8,6.9,7.0,6.0,5.1,3.5,2.9,2.3,1.2,0.3,,,,,,,,,,N
1388.0,G21,D,69.0,18,0.5,0.8,1.0,2.2,3.3,4.2,4.2,4.6,6.3,8.5,6.6,6.6,5.5,4.6,4.2,4.3,1.3,0.3,,,,,,,,,,,,N
1389.0,G21,E,4.5,6,0.3,1.1,1.2,1.0,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
1390.0,G21,E,2.0,4,0.4,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1391.0,G21,E,3.0,5,0.3,0.7,0.6,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1392.0,G21,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1393.0,G21,E,6.0,7,0.2,0.8,0.7,1.2,1.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1394.0,G21,E,13.0,9,0.3,0.8,1.0,1.6,2.2,2.6,2.4,1.5,0.5,,,,,,,,,,,,,,,,,,,,,N
1395.0,G21,E,2.0,4,0.3,0.7,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1396.0,G21,E,6.0,7,0.4,0.8,1.0,1.2,1.5,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,N
1397.0,G21,F,13.0,7,0.3,1.0,1.4,3.2,3.4,2.9,1.1,,,,,,,,,,,,,,,,,,,,,,,N
1398.0,G21,F,9.0,6,0.2,0.9,1.5,2.9,2.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,N
1399.0,G21,F,40.0,13,0.6,1.2,2.3,5.5,5.1,5.5,5.1,3.8,3.6,2.9,2.8,1.5,0.2,,,,,,,,,,,,,,,,,N
1400.0,G21,G,28.0,10,0.6,1.6,4.1,8.3,5.5,4.3,1.2,1.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,N
1401.0,G21,G,3.0,5,0.2,0.8,1.1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1402.0,G21,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1403.0,G21,G,3.0,5,0.2,0.5,0.8,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1404.0,J27,A,5.0,5,0.2,1.1,1.9,1.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,N
1405.0,J27,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1406.0,J27,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1407.0,J27,A,1.0,3,0.3,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1408.0,J27,A,2.0,4,0.3,1.2,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1409.0,J27,A,119.0,22,1.2,2.6,5.0,6.2,6.3,7.6,7.1,6.2,5.8,5.3,8.5,8.6,7.4,9.8,7.9,5.8,4.3,4.1,4.0,3.1,1.6,0.4,,,,,,,,N
1410.0,J27,B,153.0,25,1.2,2.6,6.8,8.4,11.0,9.3,7.0,7.1,6.4,6.7,8.0,7.8,9.0,10.2,10.2,9.6,6.5,6.0,5.3,4.2,3.7,2.6,1.8,1.0,0.2,,,,,N
1411.0,J27,C,34.0,8,0.6,2.5,6.6,10.4,7.5,4.5,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,N
1412.0,J27,C,37.0,9,0.4,1.5,5.7,8.5,8.6,6.2,3.6,2.0,0.2,,,,,,,,,,,,,,,,,,,,,N
1413.0,J27,C,109.0,21,0.5,1.9,8.0,12.0,11.2,10.9,9.0,6.8,5.0,5.0,4.3,5.8,5.3,5.0,5.9,4.0,2.5,3.0,1.5,0.8,0.3,,,,,,,,,N
1414.0,J27,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1415.0,J27,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1416.0,J27,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1417.0,J27,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1418.0,J27,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1419.0,J27,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1420.0,J27,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1421.0,J27,D,12.0,7,0.3,1.2,1.5,2.6,3.9,2.3,0.5,,,,,,,,,,,,,,,,,,,,,,,N
1422.0,J27,D,28.0,8,0.3,1.4,2.1,6.0,8.5,5.5,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,N
1423.0,J27,D,114.5,24,1.0,1.5,3.1,6.3,8.2,11.0,10.5,8.5,7.6,5.0,5.7,5.2,5.5,6.6,6.5,6.1,5.6,4.5,2.8,1.4,0.8,0.6,0.3,0.2,,,,,,N
1424.0,J27,E,13.0,8,0.3,1.5,1.6,2.5,2.8,2.5,1.3,0.4,,,,,,,,,,,,,,,,,,,,,,N
1425.0,J27,E,10.0,7,0.3,1.3,1.5,2.1,2.0,1.8,0.8,,,,,,,,,,,,,,,,,,,,,,,N
1426.0,J27,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1427.0,J27,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1428.0,J27,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1429.0,J27,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1430.0,J27,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1431.0,J27,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1432.0,J27,E,73.0,20,0.6,1.3,1.7,2.0,2.9,3.4,5.0,4.6,6.0,6.3,4.6,5.8,6.0,6.6,5.2,5.2,3.5,1.7,0.8,0.2,,,,,,,,,,N
1433.0,J27,F,2.0,4,0.3,0.6,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1434.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1435.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1436.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1437.0,J27,F,11.0,7,1.0,0.9,0.7,1.9,3.1,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,N
1438.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1439.0,J27,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1440.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1441.0,J27,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1442.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1443.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1444.0,J27,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1445.0,J27,F,1.0,3,0.2,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1446.0,J27,F,112.0,19,0.7,1.7,2.6,4.6,7.4,9.6,9.0,8.7,9.9,7.1,6.6,8.5,9.2,8.4,7.0,5.0,3.3,2.1,0.3,,,,,,,,,,,N
1447.0,J27,G,2.0,3,0.4,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1448.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1449.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1450.0,J27,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1451.0,J27,G,2.0,4,0.2,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1452.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1453.0,J27,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1454.0,J27,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1455.0,J27,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1456.0,J27,G,2.0,4,0.2,0.5,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,N
1457.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1458.0,J27,G,1.0,4,0.3,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1459.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1460.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1461.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1462.0,J27,G,1.0,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1463.0,J27,G,17.0,11,0.3,1.0,1.0,1.4,1.7,1.6,1.9,2.1,3.1,2.4,0.9,,,,,,,,,,,,,,,,,,,N
1464.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1465.0,J27,G,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1466.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1467.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1468.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1469.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1470.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1471.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1472.0,J27,G,4.0,6,0.5,0.8,0.8,1.0,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,N
1473.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1474.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1475.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1476.0,J27,G,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1477.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1478.0,J27,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1479.0,J27,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1480.0,J27,G,5.0,9,0.2,0.7,0.9,0.9,0.9,0.4,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,N
1481.0,J27,G,40.0,16,0.3,1.2,1.2,1.2,1.3,1.4,1.5,2.7,4.0,4.6,5.9,5.8,4.8,3.2,1.0,0.2,,,,,,,,,,,,,,N
1482.0,O28,A,47.0,11,2.0,7.2,11.2,8.1,6.5,5.1,3.2,1.4,1.2,0.8,0.2,,,,,,,,,,,,,,,,,,,N
1483.0,O28,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1484.0,O28,B,47.0,12,1.5,4.2,8.1,7.6,5.3,4.7,4.0,4.3,3.6,2.2,1.5,0.3,,,,,,,,,,,,,,,,,,N
1485.0,O28,B,98.0,21,1.2,4.5,11.0,11.0,7.8,7.1,6.1,5.2,5.8,5.0,4.8,4.2,4.9,6.0,4.5,3.5,2.8,1.3,0.8,0.3,0.3,,,,,,,,,N
1486.0,O28,C,73.5,17,2.6,7.6,11.6,9.4,6.6,6.0,4.8,4.6,3.4,4.0,3.3,2.8,2.7,1.6,1.0,1.0,0.5,,,,,,,,,,,,,N
1487.0,O28,D,103.0,22,1.2,4.0,10.5,11.0,8.5,7.2,6.6,5.5,6.0,5.3,5.8,5.1,4.6,4.7,3.1,2.6,3.5,2.6,2.3,1.9,0.7,0.2,,,,,,,,N
1488.0,O28,E,99.0,18,2.8,8.3,12.0,9.3,8.2,8.0,6.5,7.3,6.5,5.2,5.4,5.2,5.2,3.6,2.8,1.9,1.0,0.2,,,,,,,,,,,,N
1489.0,O28,F,34.0,7,2.3,5.8,10.5,8.5,4.5,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1490.0,O28,G,28.0,6,1.5,5.4,10.2,7.2,3.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,N
1491.0,O28,G,2.0,2,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1492.0,O28,G,5.5,3,1.1,3.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1493.0,O28,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1494.0,O28,G,8.0,4,0.7,3.1,3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,N
1495.0,O28,G,6.0,3,2.5,2.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1496.0,O28,G,6.0,3,2.5,3.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1497.0,O28,G,176.0,29,5.0,13.5,14.7,9.5,9.0,9.5,8.0,7.8,7.8,6.3,7.2,6.8,7.3,7.5,6.5,6.2,6.2,6.0,6.2,5.5,3.8,2.6,2.6,2.7,3.1,2.2,1.2,0.9,0.3,N
1498.0,G5,A,22.0,7,1.3,3.5,5.1,5.5,4.3,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1499.0,G5,B,26.0,7,0.5,2.7,5.0,6.2,6.3,4.4,0.8,,,,,,,,,,,,,,,,,,,,,,,N
1500.0,G5,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1501.0,G5,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1502.0,G5,B,69.0,11,1.6,5.5,10.0,10.1,8.6,7.9,7.4,7.2,5.8,4.1,0.5,,,,,,,,,,,,,,,,,,,N
1503.0,G5,B,40.0,8,1.5,5.1,8.7,10.0,7.0,5.1,2.6,0.3,,,,,,,,,,,,,,,,,,,,,,N
1504.0,G5,B,81.0,15,1.2,4.2,8.3,8.7,6.4,10.0,8.2,8.2,6.5,6.5,6.6,1.2,2.3,2.5,0.3,,,,,,,,,,,,,,,N
1505.0,G5,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1506.0,G5,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1507.0,G5,C,90.0,16,1.6,3.5,5.5,7.6,8.5,10.2,9.0,7.6,7.3,7.3,6.5,6.0,4.3,3.3,1.4,0.2,,,,,,,,,,,,,,N
1508.0,G5,D,81.0,14,0.6,2.2,5.0,9.2,10.2,8.0,7.2,6.8,7.0,8.1,7.3,5.3,4.0,0.5,,,,,,,,,,,,,,,,N
1509.0,G5,D,33.0,9,0.3,2.2,5.5,10.2,7.2,4.2,2.3,1.3,0.2,,,,,,,,,,,,,,,,,,,,,N
1510.0,G5,E,2.0,3,0.3,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1511.0,G5,E,1.0,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1512.0,G5,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1513.0,G5,E,2.0,4,0.6,0.8,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1514.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1515.0,G5,E,3.0,4,0.6,1.0,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1516.0,G5,E,2.0,4,0.5,0.8,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1517.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1518.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1519.0,G5,E,42.0,13,0.7,1.5,1.3,2.1,2.0,3.2,3.6,4.5,5.6,6.7,5.3,4.4,1.0,,,,,,,,,,,,,,,,,N
1520.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1521.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1522.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1523.0,G5,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1524.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1525.0,G5,E,1.0,5,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1526.0,G5,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1527.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1528.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1529.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1530.0,G5,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1531.0,G5,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1532.0,G5,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1533.0,G5,E,7.0,7,1.0,1.5,1.2,1.2,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1534.0,G5,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1535.0,G5,F,3.0,4,0.3,1.3,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
1536.0,G5,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1537.0,G5,F,4.0,5,0.5,1.1,1.1,1.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
1538.0,G5,F,11.0,7,0.6,2.1,2.0,2.5,2.1,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,N
1539.0,G5,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1540.0,G5,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1541.0,G5,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1542.0,G5,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1543.0,G5,F,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1544.0,G5,F,3.0,4,0.6,1.0,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1545.0,G5,F,4.0,5,0.5,1.3,1.4,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1546.0,G5,F,2.0,4,0.4,0.7,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,N
1547.0,G5,F,1.0,3,0.3,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1548.0,G5,F,3.0,5,0.3,1.0,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
1549.0,G5,F,19.0,11,0.5,1.5,1.5,2.0,1.8,2.8,2.5,2.5,1.8,1.8,0.3,,,,,,,,,,,,,,,,,,,N
1550.0,G5,G,127.0,19,2.2,7.3,12.5,13.0,10.0,8.2,7.8,7.8,7.2,6.8,9.4,9.0,7.5,7.2,4.1,3.8,2.1,0.8,0.2,,,,,,,,,,,N
1551.0,G4,A,1.0,3,0.2,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1552.0,G4,A,86.0,23,0.5,1.3,2.1,3.2,4.1,5.5,7.0,6.2,5.6,4.0,6.3,4.4,4.4,5.4,5.2,4.5,5.0,3.7,2.6,1.7,1.6,1.1,0.3,,,,,,,N
1553.0,G4,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
