Actual Time,Age,Community Building,Community Membership_Family,Community Membership_Hobbies,Community Membership_None,Community Membership_Other,Community Membership_Political,Community Membership_Professional,Community Membership_Religious,Community Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not Impaired,Disability_Not Say,Disability_Vision,Education Attainment,Falsification of Information,Gender,Household Income,How You Heard About Survey_Banner,How You Heard About Survey_Friend,How You Heard About Survey_Mailing List,How You Heard About Survey_Others,How You Heard About Survey_Printed Media,How You Heard About Survey_Remebered,How You Heard About Survey_Search Engine,How You Heard About Survey_Usenet News,How You Heard About Survey_WWW Page,Major Geographical Location,Major Occupation,Marital Status,Most Import Issue Facing the Internet,Opinions on Censorship,Primary Computing Platform,Primary Language,Primary Place of WWW Access,Race,Not Purchasing_Bad experience,Not Purchasing_Bad press,Not Purchasing_Cant find,Not Purchasing_Company policy,Not Purchasing_Easier locally,Not Purchasing_Enough info,Not Purchasing_Judge quality,Not Purchasing_Never tried,Not Purchasing_No credit,Not Purchasing_Not applicable,Not Purchasing_Not option,Not Purchasing_Other,Not Purchasing_Prefer people,Not Purchasing_Privacy,Not Purchasing_Receipt,Not Purchasing_Security,Not Purchasing_Too complicated,Not Purchasing_Uncomfortable,Not Purchasing_Unfamiliar vendor,Registered to Vote,Sexual Preference,Web Ordering,Web Page Creation,Who Pays for Access_Don't Know,Who Pays for Access_Other,Who Pays for Access_Parents,Who Pays for Access_School,Who Pays for Access_Self,target
Programmer,26.0,Less,0,0,0,0,0,1,0,0,Connecticut,0,0,0,1,0,0,Some College,51-75,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Taxes,1,Unix,Bengali,Primarily work,Not Say,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,24.0,More,0,1,0,1,0,0,1,0,Wisconsin,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont Know,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Vice President,49.0,Equally,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Grammar,Never,Male,$75-99,0,0,0,0,0,0,1,0,0,USA,Management,Separated,Censorship,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,1
Other,44.0,More,0,1,0,0,1,0,0,0,Michigan,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Accountant,55.0,Equally,0,0,1,0,0,0,0,0,Washington D.C.,0,0,0,1,0,0,Masters,Never,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Navigation,1,Win95,English,Primarily home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Civil Servant,36.0,More,0,1,0,0,0,0,0,0,New Jersey,0,0,0,1,0,0,High School,nan,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Other,Married,Navigation,1,nan,English,Home,Black,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,Not Say,Not say,Yes,No,0,0,0,0,1,0
CEO,5.0,Dont Know,0,0,0,1,0,0,0,0,Tennessee,0,0,0,1,0,0,Some College,Never,Female,Under $10,1,0,0,0,0,0,0,0,0,USA,Management,Widowed,Privacy,4,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Retired,,Dont Know,0,0,0,1,0,0,0,0,Rhode Island,0,0,0,1,0,0,College,Not Say,Male,Not Say,0,0,0,1,0,0,0,0,0,USA,Other,Married,Other,3,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,1,0,0,0,0
College Student,21.0,Equally,0,1,0,0,0,0,0,0,Newfoundland,0,0,0,1,0,0,Some College,Over 75,Male,$50-74,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Privacy,4,Windows,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,1
Consultant,46.0,Dont Know,0,0,1,0,0,0,0,0,Texas,0,0,0,1,0,0,College,Never,Female,Over $100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Other,1,Win95,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,22.0,Equally,1,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,College,26-50,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,Win95,English,Primarily home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,1,0,0
Retired,60.0,Dont Know,1,0,0,1,0,0,0,0,Tennessee,0,0,0,1,0,0,High School,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Encryption,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Service Industry Occupation,,Equally,0,1,0,0,0,0,0,0,Arizona,0,0,0,1,0,0,High School,Not Say,Male,Not Say,1,0,0,0,0,0,0,0,0,USA,Other,Married,Dont Know,2,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Technician,34.0,Equally,0,1,0,1,1,0,0,1,Illinois,0,0,0,1,0,0,Some College,Under 25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,nan,English,Home,White,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Engineer,68.0,More,1,1,0,0,0,1,0,0,New Mexico,0,0,0,1,0,0,Masters,Never,Male,Over $100,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Censorship,4,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,No,No,0,0,0,0,1,0
Technician,51.0,Equally,1,0,0,0,0,0,0,0,Colorado,0,0,0,1,0,0,Special,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,3,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Homemaker,50.0,Dont Know,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,College,nan,Female,Over $100,0,1,0,0,0,0,0,0,0,USA,Other,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,24.0,Dont Know,0,1,0,0,1,0,1,0,California,0,0,0,1,0,0,College,51-75,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,NT,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0
Manager,55.0,More,0,0,0,0,0,1,0,0,Netherlands,0,0,0,1,0,0,Doctoral,Never,Male,Over $100,1,0,0,0,0,0,0,0,0,Europe,Management,Married,Navigation,1,Windows,French,Work,White,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Writer/Journalist,24.0,Equally,0,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Under 25,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Other,Censorship,2,Win95,English,Primarily work,White,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Gay male,Yes,No,0,0,0,0,1,0
Retired,58.0,More,1,1,0,0,0,0,0,1,Pennsylvania,0,0,1,0,0,0,Masters,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
K-12 Student,18.0,More,0,0,0,0,0,0,0,1,Florida,0,0,0,1,0,0,High School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,4,nan,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0
Service Industry Occupation,33.0,More,0,1,0,0,0,0,1,0,Illinois,0,0,0,0,0,1,Some College,Not Say,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Encryption,4,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,50.0,Equally,1,0,0,1,0,1,0,0,California,0,0,0,1,0,0,Masters,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Management,Divorced,Taxes,1,Macintosh,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Architect,18.0,More,1,1,0,1,0,1,0,1,United Kingdom,0,0,0,1,0,0,Professional,Over 75,Male,Over $100,0,0,0,0,0,0,0,0,1,Europe,Professional,Single,Privacy,2,Win95,English,Primarily home,White,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
College Student,20.0,More,1,1,0,0,0,1,0,0,Maryland,0,0,0,1,0,0,Some College,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Education,Other,Censorship,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,1,0,0
Laid off,24.0,More,0,0,0,1,0,0,0,0,Nebraska,0,0,0,1,0,0,High School,Under 25,Male,$20-29,0,0,0,0,1,0,0,0,1,USA,Other,Single,Censorship,1,nan,English,Friend,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Salesperson,27.0,More,0,1,0,1,0,0,0,1,New York,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,2,nan,English,Primarily home,White,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,Yes,Gay male,Yes,No,0,0,0,0,1,0
Retired,49.0,More,0,1,0,0,0,0,0,1,New York,0,0,0,0,1,0,Some College,Not Say,Male,Not Say,1,0,0,0,0,1,0,0,1,USA,Other,Divorced,Navigation,1,nan,English,Home,White,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,17.0,Dont Know,1,0,0,1,0,0,0,0,United Kingdom,0,0,0,1,0,0,Other,Over 75,Male,Under $10,0,0,0,0,1,0,0,0,0,Europe,Education,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Not say,No,Yes,0,0,1,0,0,0
K-12 Student,14.0,More,0,1,0,1,0,0,1,0,North Carolina,0,0,0,1,0,0,Other,Never,Male,Not Say,1,0,0,0,0,0,0,0,0,USA,Education,Single,Censorship,1,nan,English,Home,White,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,No,Heterosexual,No,No,0,1,1,0,0,0
Other,,More,0,0,0,1,0,0,0,0,Texas,0,0,0,1,0,0,High School,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Single,Taxes,1,nan,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
Other,24.0,Dont Know,0,0,1,0,0,0,0,0,New Jersey,0,0,0,1,0,0,Masters,Never,Male,Over $100,0,0,0,1,0,0,0,0,0,USA,Management,Single,Navigation,4,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Retired,60.0,More,1,0,0,0,1,0,0,0,Alberta,0,0,0,1,0,0,Professional,Never,Male,$50-74,1,0,0,0,0,0,1,0,1,Canada,Other,Not Say,Navigation,3,Win95,English,Home,White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,42.0,Equally,0,1,0,0,0,0,1,0,Ohio,0,0,0,1,0,0,Special,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Retired,,Dont Know,0,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,Some College,Not Say,Male,Not Say,0,0,0,0,0,0,0,1,0,USA,Other,Married,Navigation,1,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Educator,59.0,More,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Doctoral,nan,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Education,Other,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,27.0,More,1,1,0,1,1,1,0,1,Virginia,0,0,0,1,0,0,Doctoral,Not Say,Male,$50-74,0,0,0,0,0,1,0,0,0,USA,Other,Not Say,Censorship,1,Unix,English,Distributed,Other,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,Yes,Not say,Yes,Yes,0,0,0,0,1,0
Other,40.0,Equally,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,High School,Under 25,Female,Not Say,0,0,0,0,0,0,0,1,0,USA,Other,Other,Navigation,4,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
Retired,64.0,More,0,0,0,0,0,0,0,1,Hawaii,0,0,0,1,0,0,Special,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,nan,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Homemaker,52.0,Dont Know,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,nan,Female,Over $100,0,0,0,0,0,0,0,1,0,USA,Other,Married,Encryption,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Artist/Musician,26.0,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,3,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Retired,71.0,Equally,1,1,0,1,0,0,0,0,Nevada,0,0,0,1,0,0,Some College,nan,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Other,Married,Dont Know,4,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
CEO,52.0,Equally,0,0,1,0,0,0,0,0,New York,0,0,0,1,0,0,High School,nan,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,2,Win95,English,Primarily home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Not Applicable,Heterosexual,No,No,0,0,0,0,0,1
CEO,49.0,Dont Know,0,0,1,0,0,0,0,0,Indiana,0,0,0,1,0,0,Masters,Never,Male,Over $100,0,0,0,0,0,0,1,0,0,USA,Management,Married,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
Retired,51.0,Equally,0,1,0,0,0,0,0,1,Pennsylvania,1,0,0,0,0,0,Some College,nan,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Encryption,3,nan,English,Home,White,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
Writer/Journalist,38.0,More,0,1,0,0,0,1,0,1,Denmark,0,0,1,0,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,Europe,Professional,Single,Censorship,1,NT,Danish,Primarily home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,32.0,Equally,0,0,0,0,0,1,0,0,New York,0,0,0,1,0,0,Masters,Under 25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Navigation,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Retired,68.0,Equally,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,College,Not Say,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Taxes,3,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Programmer,35.0,Equally,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Separated,Navigation,3,Unix,English,Primarily work,Asian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Manager,46.0,More,0,1,0,1,1,1,0,1,West Virginia,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Not say,Yes,Yes,0,0,0,0,1,0
Homemaker,67.0,More,1,1,0,0,0,0,0,0,North Carolina,0,0,0,0,0,1,Some College,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Other,1,nan,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Nurse,48.0,More,1,0,0,0,0,1,1,0,California,0,0,0,0,0,1,College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Dont Know,4,nan,English,Primarily home,White,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Homemaker,45.0,More,0,1,0,1,0,0,1,1,Pennsylvania,0,0,0,1,0,0,High School,51-75,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Other,4,nan,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
Mircocomputer,25.0,Dont Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,High School,Under 25,Male,$30-39,0,0,0,1,1,0,0,0,0,USA,Computer,Married,Privacy,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,42.0,More,0,0,0,0,0,1,0,0,British Columbia,0,0,0,1,0,0,Some College,Under 25,Male,$40-49,0,0,0,1,0,0,0,0,0,Canada,Computer,Single,Encryption,4,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Service Industry Occupation,29.0,Equally,0,1,0,0,0,0,1,1,Wisconsin,0,0,0,1,0,0,High School,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
K-12 Student,16.0,Dont Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,Grammar,nan,Male,Not Say,0,0,0,0,1,0,0,0,0,USA,Education,Single,Other,3,nan,English,Other,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Not say,No,No,0,1,0,0,0,0
College Student,19.0,Dont Know,0,1,0,0,0,0,0,0,Minnesota,0,0,0,1,0,0,Some College,Under 25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Win95,English,Primarily home,White,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,1,0,0
Other,36.0,More,1,0,0,0,0,1,0,0,New York,0,0,0,1,0,0,Some College,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,53.0,Dont Know,1,0,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,1,0,0,USA,Management,Married,Privacy,1,Win95,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,1
K-12 Student,26.0,Equally,1,1,0,0,1,1,0,0,Norway,0,0,0,1,0,0,College,Under 25,Male,$20-29,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Other,4,NT,Norwegian,Primarily work,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,1
Other,36.0,Equally,0,0,0,0,0,0,1,0,Pennsylvania,0,0,0,0,0,1,College,Under 25,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,2,nan,English,Primarily home,White,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Health Care Worker,60.0,More,1,0,0,0,0,0,0,0,Indiana,0,0,0,1,0,0,Special,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,3,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Administrator/Secretary,28.0,More,0,1,0,0,1,0,0,0,Washington,0,0,0,1,0,0,Professional,Under 25,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Navigation,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,,Dont Know,0,1,0,0,1,0,0,0,Florida,0,0,0,1,0,0,College,Not Say,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Computer,Not Say,Privacy,4,Macintosh,English,Primarily work,Asian,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,No,Yes,0,1,0,0,0,0
College Educator,42.0,More,1,1,0,0,0,1,0,0,Texas,0,0,0,1,0,0,Doctoral,Never,Female,Over $100,0,0,1,0,0,0,0,1,0,USA,Education,Married,Navigation,2,Win95,English,Primarily work,Black,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,23.0,Equally,0,0,1,0,0,0,0,0,Tennessee,0,0,0,0,0,1,Some College,Under 25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,2,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Other,31.0,More,0,1,0,0,0,1,0,0,New York,0,0,0,1,0,0,College,Under 25,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Computer,Married,Navigation,1,Macintosh,English,Primarily home,White,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Administrator/Secretary,24.0,Equally,1,0,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,College,Never,Female,$20-29,0,1,0,0,0,0,0,0,0,USA,Other,Single,Navigation,4,Macintosh,English,Work,Asian,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,No,Bisexual,No,No,0,0,0,0,0,1
Other,28.0,More,0,1,0,0,0,0,0,0,New York,0,0,0,1,0,0,High School,Under 25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Manager,51.0,Dont Know,0,0,1,0,0,0,0,0,Switzerland,0,0,0,1,0,0,Some College,Under 25,Male,Over $100,0,0,0,0,0,0,0,0,1,Europe,Management,Married,Privacy,4,NT,German,Home,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,No,Bisexual,Yes,No,0,0,0,0,1,0
Vice President,36.0,More,0,0,0,0,0,1,0,0,United Kingdom,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,Europe,Management,Married,Censorship,4,Macintosh,English,Primarily work,White,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1
Retired,77.0,Equally,0,0,1,0,0,0,0,0,North Carolina,0,0,0,1,0,0,Doctoral,Never,Male,$40-49,0,0,0,1,0,0,1,0,0,USA,Other,Married,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,27.0,Equally,0,1,0,0,0,0,0,0,Indiana,0,0,0,1,0,0,Some College,Under 25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,2,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
CFO,43.0,More,1,1,0,1,1,1,1,0,California,0,0,0,1,0,0,Masters,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,1,nan,English,Home,Asian,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Not Applicable,Not say,No,No,0,0,0,0,1,0
