DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
5/20/1988,Married,100k-300k,High-School,Unemployed,Atheist,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Rugby,White,MSN,10-25 KM,250-500 KM,Action,Biology,wine,wonder woman,979.0,y
7/3/1972,Married,0-100K,Post-Graduate,Unemployed,Believer,Dexter,GM,Male,Mexican,Hip-Hop,15-18,Rugby,Red,Reuters,60-80 KM,250-500 KM,Historical,Commerce,Vodka,Ironman,643.0,y
11/15/1965,Married,300k-500k,Graduate,Employed,Believer,Dexter,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Historical,History,Vodka,The hulk,1499.0,x
9/28/1977,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Narcos,Daimler-Benz,Female,Italian,Hip-Hop,15-18,volleyball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Romantic,Commerce,Gin,Ironman,355.0,x
7/2/1982,Unmarried,300k-500k,Graduate,Employed,Believer,Breaking Bad,Audi,Male,Lebanese,Classical,10 to 12,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Historical,History,wine,The hulk,1125.0,x
4/20/1994,Unmarried,0-100K,Graduate,Employed,Believer,Prison Break,GM,Male,Chinese,Heavy Metal,3 to 5,Soccer,Black,Fox News,60-80 KM,2000+ KM,Horror,Chemistry,Whiskey,spiderman,663.0,x
4/14/1982,Married,500k-700k,Post-Graduate,Employed,Agnostic,Game of Thrones,BMW,Male,Chinese,Classical,10 to 12,Swimming,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,Vodka,spiderman,776.0,y
3/30/1969,Unmarried,700k-1 Million,High-School,Employed,Agnostic,Breaking Bad,Audi,Male,Lebanese,Country,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,431.0,x
2/11/1960,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Narcos,Suzuki,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,0-250 KM,Drama,Physics,Rum,Batman,357.0,x
1/27/1992,Unmarried,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Daimler-Benz,Female,French,Rock,18-20,Basketball,Red,CNN,25-40 KM,250-500 KM,Drama,Physics,Beer,Batman,352.0,x
4/3/1990,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Soccer,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Beer,Thor,151.0,x
11/9/1965,Married,300k-500k,Uneducated,Unemployed,Atheist,Game of Thrones,Ford,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Thriller,Maths,Vodka,Thor,106.0,x
8/22/1992,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Big Bang Theory,Audi,Male,Italian,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,500-1000 KM,Thriller,Maths,Non Drinkers,Thor,786.0,x
4/28/1967,Unmarried,700k-1 Million,Graduate,Employed,Believer,Friends,Audi,Male,Mexican,Rap,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,wine,Thor,1434.0,x
12/2/1989,Married,300k-500k,Graduate,Unemployed,Agnostic,Breaking Bad,Audi,Female,Mediterranean,Rock,20+,Swimming,Red,Huffington Post,40-60 KM,500-1000 KM,Action,Physics,Beer,wonder woman,882.0,y
2/11/1994,Married,500k-700k,Post-Graduate,Unemployed,Believer,Flash,Daimler-Benz,Male,Mexican,Light Metal,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Action,Biology,Rum,wonder woman,1485.0,x
12/17/1991,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Toyota,Male,Mexican,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Beer,Thor,175.0,y
3/6/1976,Married,500k-700k,Graduate,Self-Employed,Believer,Breaking Bad,Toyota,Male,Italian,Hip-Hop,15-18,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Economics,wine,spiderman,1411.0,x
1/24/1981,Married,0-100K,High-School,Employed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,12 to 15,Basketball,Red,Reuters,25-40 KM,500-1000 KM,Thriller,Maths,wine,Thor,135.0,x
12/16/1989,Unmarried,500k-700k,High-School,Employed,Agnostic,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,volleyball,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,superman,532.0,x
3/13/1967,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Wolkswagen,Female,French,Rap,6 to 10,Basketball,Black,New York Times,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,776.0,y
1/8/1964,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Narcos,Ford,Female,Mediterranean,Rock,18-20,Soccer,Orange,Associated Press,60-80 KM,250-500 KM,Romantic,Commerce,Rum,Ironman,312.0,y
8/8/1993,Married,300k-500k,Post-Graduate,Self-Employed,Believer,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Beer,Thor,395.0,x
1/5/1970,Unmarried,300k-500k,High-School,Unemployed,Agnostic,Big Bang Theory,Ford,Male,Thai,Country,12 to 15,cycling,Blue,Huffington Post,40-60 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,869.0,y
8/25/1995,Married,100k-300k,Uneducated,Self-Employed,Atheist,Breaking Bad,Honda,Male,Lebanese,Country,12 to 15,Baseball,purple,Associated Press,10-25 KM,1500-2000 KM,Action,Physics,wine,wonder woman,731.0,x
8/20/1995,Divorced,100k-300k,High-School,Employed,Agnostic,Big Bang Theory,Nissan,Male,Thai,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Non Drinkers,superman,1493.0,x
6/22/1986,Married,1M-2Million,Post-Graduate,Self-Employed,Believer,Breaking Bad,Rolls Royce,Male,Chinese,Classical,10 to 12,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Beer,Batman,1144.0,x
12/12/1980,Unmarried,100k-300k,High-School,Employed,Believer,Big Bang Theory,Ford,Male,Lebanese,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Non Drinkers,Ironman,49.0,x
7/7/1979,Unmarried,700k-1 Million,Graduate,Employed,Believer,sherlock,Audi,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,1319.0,x
11/2/1965,Unmarried,300k-500k,Post-Graduate,Employed,Agnostic,Narcos,Ford,Male,Lebanese,Country,12 to 15,volleyball,purple,Associated Press,10-25 KM,2000+ KM,Horror,Physics,Gin,spiderman,422.0,y
9/26/1991,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Friends,Audi,Female,French,Rap,6 to 10,Soccer,Black,Fox News,40-60 KM,1500-2000 KM,Thriller,Biology,Beer,Thor,1483.0,x
5/8/1970,Married,0-100K,Graduate,Employed,Agnostic,Breaking Bad,GM,Male,Mexican,Hip-Hop,15-18,Swimming,purple,Associated Press,10-25 KM,1500-2000 KM,Thriller,Maths,Beer,Thor,643.0,y
2/10/1982,Married,500k-700k,High-School,Self-Employed,Agnostic,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,20+,Swimming,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,wine,Thor,924.0,x
5/28/1974,Unmarried,300k-500k,High-School,Self-Employed,Believer,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Romantic,English,wine,Ironman,1015.0,x
6/1/1978,Married,300k-500k,Post-Graduate,Employed,Believer,Prison Break,Wolkswagen,Male,Mexican,Rap,6 to 10,Rugby,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,614.0,y
2/24/1983,Married,100k-300k,High-School,Self-Employed,Atheist,Breaking Bad,Suzuki,Male,Lebanese,Country,12 to 15,Baseball,Red,Huffington Post,40-60 KM,1000-1500 KM,Historical,Commerce,Beer,The hulk,542.0,y
7/17/1968,Divorced,100k-300k,Post-Graduate,Unemployed,Agnostic,Prison Break,Suzuki,Male,Chinese,Heavy Metal,1 to 3,Swimming,White,MSN,10-25 KM,250-500 KM,Historical,Civics,Vodka,The hulk,1105.0,x
9/20/1969,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Friends,GM,Female,Mediterranean,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,569.0,y
8/28/1984,Married,0-100K,High-School,Self-Employed,Believer,Prison Break,Ford,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Whiskey,wonder woman,1289.0,y
3/1/1987,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Friends,GM,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,422.0,y
6/28/1978,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Prison Break,Suzuki,Female,French,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,79.0,y
12/7/1971,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Narcos,Honda,Male,Lebanese,Classical,12 to 15,Soccer,Blue,CNN,25-40 KM,250-500 KM,Horror,Economics,Gin,superman,1058.0,y
10/20/1989,Unmarried,300k-500k,Graduate,Self-Employed,Agnostic,Narcos,Ford,Male,Thai,Country,12 to 15,volleyball,Orange,Reuters,60-80 KM,250-500 KM,Romantic,Commerce,Gin,Ironman,278.0,x
4/19/1989,Married,700k-1 Million,High-School,Unemployed,Believer,sherlock,Audi,Female,Indian,Rap,6 to 10,Rugby,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Non Drinkers,Thor,979.0,x
1/19/1970,Married,100k-300k,High-School,Self-Employed,Agnostic,Breaking Bad,Nissan,Male,Thai,Country,12 to 15,Cricket,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Beer,wonder woman,274.0,y
6/16/1993,Divorced,500k-700k,Post-Graduate,Self-Employed,Agnostic,Game of Thrones,Toyota,Female,Mediterranean,Rock,18-20,Swimming,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Vodka,wonder woman,770.0,x
5/1/1989,Unmarried,500k-700k,Graduate,Unemployed,Believer,Friends,BMW,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,1304.0,x
2/27/1991,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,219.0,y
12/20/1979,Divorced,100k-300k,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,Ford,Male,Chinese,Classical,10 to 12,Swimming,purple,Associated Press,60-80 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,221.0,y
10/7/1980,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Suzuki,Male,Italian,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,superman,1224.0,x
11/20/1965,Unmarried,300k-500k,Graduate,Self-Employed,Believer,How I Met your mother,Audi,Female,French,Rap,6 to 10,Soccer,Black,New York Times,25-40 KM,1500-2000 KM,Action,Biology,Gin,wonder woman,306.0,y
7/15/1975,Married,500k-700k,Uneducated,Self-Employed,Atheist,Flash,BMW,Male,Thai,Heavy Metal,6 to 10,Baseball,Black,Fox News,40-60 KM,1500-2000 KM,Historical,Civics,wine,Ironman,163.0,y
1/13/1986,Unmarried,100k-300k,High-School,Employed,Believer,Narcos,Ford,Male,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Non Drinkers,Batman,344.0,y
4/14/1985,Married,100k-300k,Post-Graduate,Employed,Atheist,How I Met your mother,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Gin,Thor,886.0,x
11/7/1981,Unmarried,100k-300k,Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,Italian,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,500-1000 KM,Comedy,History,Beer,Thor,1460.0,y
11/26/1982,Unmarried,100k-300k,Graduate,Employed,Believer,How I Met your mother,Suzuki,Male,Chinese,Heavy Metal,1 to 3,Soccer,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,431.0,x
5/4/1982,Married,500k-700k,Post-Graduate,Employed,Atheist,Big Bang Theory,Toyota,Male,Chinese,Classical,10 to 12,Baseball,Red,CNN,25-40 KM,250-500 KM,Action,Physics,Non Drinkers,wonder woman,788.0,y
6/13/1961,Married,300k-500k,Uneducated,Unemployed,Believer,sherlock,Audi,Female,Italian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,317.0,x
9/20/1986,Married,500k-700k,High-School,Self-Employed,Believer,Narcos,BMW,Male,Thai,Country,12 to 15,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Non Drinkers,Batman,455.0,y
1/18/1984,Married,300k-500k,Graduate,Unemployed,Atheist,Game of Thrones,Audi,Female,Mediterranean,Rock,20+,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Vodka,Ironman,161.0,x
9/25/1977,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Game of Thrones,Nissan,Female,Italian,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Vodka,Batman,333.0,x
12/8/1995,Married,500k-700k,High-School,Self-Employed,Agnostic,Narcos,BMW,Female,Italian,Hip-Hop,15-18,Baseball,Blue,CNN,25-40 KM,500-1000 KM,Horror,Economics,Rum,spiderman,691.0,x
12/28/1980,Unmarried,500k-700k,High-School,Employed,Believer,Game of Thrones,Toyota,Male,Lebanese,Country,12 to 15,Soccer,purple,Associated Press,60-80 KM,0-250 KM,Thriller,Maths,Vodka,Thor,1482.0,x
7/7/1987,Married,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Ford,Female,French,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,spiderman,1279.0,x
11/11/1963,Married,100k-300k,Uneducated,Unemployed,Atheist,Narcos,Ford,Male,Chinese,Classical,10 to 12,Baseball,Red,CNN,25-40 KM,500-1000 KM,Action,Physics,Rum,wonder woman,172.0,x
2/27/1991,Married,300k-500k,High-School,Employed,Atheist,Big Bang Theory,Ford,Male,Lebanese,Country,12 to 15,Rugby,Blue,CNN,25-40 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,714.0,x
11/30/1984,Unmarried,0-100K,Post-Graduate,Self-Employed,Agnostic,Flash,Ford,Male,Mexican,Rap,6 to 10,cycling,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,wine,Batman,399.0,x
6/25/1987,Married,100k-300k,Post-Graduate,Unemployed,Believer,Breaking Bad,Suzuki,Female,French,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Beer,Ironman,553.0,y
3/30/1975,Married,300k-500k,Graduate,Employed,Agnostic,How I Met your mother,Daimler-Benz,Female,Italian,Rap,6 to 10,Baseball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Gin,The hulk,314.0,x
2/18/1971,Unmarried,100k-300k,Uneducated,Employed,Believer,How I Met your mother,Ford,Female,Indian,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,121.0,y
12/11/1973,Married,100k-300k,Graduate,Self-Employed,Believer,Narcos,Honda,Female,Indian,Rock,18-20,Basketball,Blue,CNN,25-40 KM,0-250 KM,Historical,History,Rum,The hulk,789.0,y
8/7/1978,Married,500k-700k,Uneducated,Employed,Believer,Friends,BMW,Male,Thai,Light Metal,6 to 10,Rugby,White,MSN,0-10 KM,0-250 KM,Action,Biology,wine,wonder woman,482.0,x
1/6/1973,Married,100k-300k,High-School,Self-Employed,Believer,Flash,Honda,Female,Italian,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Romantic,English,Rum,Ironman,1076.0,y
6/20/1994,Married,0-100K,Uneducated,Self-Employed,Believer,Big Bang Theory,Ford,Female,French,Rock,15-18,Rugby,Red,Reuters,25-40 KM,500-1000 KM,Comedy,History,Non Drinkers,Thor,615.0,y
12/20/1994,Unmarried,100k-300k,Graduate,Self-Employed,Agnostic,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,cycling,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,1390.0,x
9/13/1994,Married,500k-700k,Uneducated,Employed,Believer,Narcos,BMW,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Horror,Physics,Rum,spiderman,1082.0,y
6/21/1965,Married,300k-500k,Uneducated,Self-Employed,Atheist,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1038.0,x
6/20/1990,Married,100k-300k,High-School,Employed,Believer,How I Met your mother,Ford,Male,Mexican,Light Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Historical,Art,Gin,The hulk,223.0,y
5/15/1977,Married,100k-300k,Post-Graduate,Unemployed,Believer,Narcos,Suzuki,Male,Mexican,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Gin,Ironman,1449.0,y
6/19/1994,Unmarried,500k-700k,Post-Graduate,Unemployed,Believer,Friends,Toyota,Male,Chinese,Heavy Metal,1 to 3,Soccer,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,1215.0,x
3/6/1974,Married,0-100K,Post-Graduate,Self-Employed,Atheist,Narcos,Ford,Female,French,Rock,18-20,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Thriller,Maths,Rum,Thor,978.0,y
8/12/1995,Divorced,100k-300k,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,Suzuki,Female,Italian,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,Beer,spiderman,861.0,x
7/8/1984,Married,300k-500k,Uneducated,Employed,Believer,Dexter,Audi,Female,Indian,Rock,18-20,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Physics,Vodka,spiderman,527.0,x
10/12/1965,Married,100k-300k,Uneducated,Unemployed,Agnostic,Breaking Bad,Nissan,Male,Lebanese,Classical,12 to 15,Cricket,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,290.0,x
6/23/1968,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Wolkswagen,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,500-1000 KM,Horror,Economics,Beer,spiderman,1221.0,x
4/27/1963,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Friends,Suzuki,Male,Mexican,Rap,6 to 10,volleyball,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,1167.0,x
5/3/1972,Unmarried,100k-300k,Uneducated,Employed,Believer,Big Bang Theory,Honda,Female,Indian,Rock,18-20,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Non Drinkers,spiderman,1264.0,y
11/16/1991,Unmarried,300k-500k,Uneducated,Unemployed,Believer,How I Met your mother,Toyota,Female,Mediterranean,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,131.0,x
2/9/1972,Unmarried,100k-300k,High-School,Self-Employed,Believer,Narcos,Suzuki,Female,French,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Gin,wonder woman,710.0,y
9/16/1974,Married,0-100K,High-School,Employed,Agnostic,Narcos,Ford,Male,Italian,Hip-Hop,15-18,Cricket,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Rum,Batman,1094.0,x
4/16/1988,Unmarried,0-100K,High-School,Self-Employed,Believer,How I Met your mother,GM,Female,French,Rap,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,387.0,x
3/18/1964,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,18-20,Basketball,purple,Associated Press,0-10 KM,2000+ KM,Drama,Physics,Beer,Batman,230.0,y
1/23/1967,Unmarried,500k-700k,Graduate,Employed,Agnostic,Friends,Toyota,Female,Korean,Rap,6 to 10,cycling,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,434.0,x
12/2/1971,Married,300k-500k,High-School,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Lebanese,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,250-500 KM,Comedy,History,wine,The hulk,1281.0,y
9/4/1979,Married,100k-300k,Uneducated,Unemployed,Agnostic,Narcos,Suzuki,Male,Italian,Hip-Hop,15-18,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,History,Gin,The hulk,1124.0,x
2/12/1983,Unmarried,500k-700k,Uneducated,Employed,Agnostic,Prison Break,BMW,Female,Mediterranean,Rap,6 to 10,volleyball,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Whiskey,Thor,331.0,x
3/5/1970,Unmarried,300k-500k,High-School,Self-Employed,Believer,Flash,Wolkswagen,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Rum,Thor,221.0,y
3/5/1983,Married,300k-500k,Uneducated,Self-Employed,Believer,Narcos,Daimler-Benz,Female,Indian,Rock,18-20,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Rum,wonder woman,186.0,y
11/24/1987,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Narcos,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Rum,Thor,747.0,x
11/23/1981,Divorced,0-100K,Uneducated,Unemployed,Agnostic,How I Met your mother,GM,Female,Indian,Rap,6 to 10,Swimming,Yellow,BBC,0-10 KM,0-250 KM,Historical,Civics,Gin,The hulk,1292.0,x
8/19/1970,Married,300k-500k,High-School,Unemployed,Believer,Friends,Ford,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1431.0,y
1/18/1992,Unmarried,300k-500k,Graduate,Unemployed,Believer,Friends,Audi,Male,Mexican,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,110.0,y
3/23/1973,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Friends,Suzuki,Male,Thai,Heavy Metal,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Vodka,Thor,325.0,y
4/12/1964,Unmarried,0-100K,High-School,Employed,Agnostic,Breaking Bad,Ford,Male,Mexican,Hip-Hop,15-18,volleyball,Red,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Rum,Batman,65.0,y
11/23/1993,Married,300k-500k,Uneducated,Employed,Atheist,Prison Break,Daimler-Benz,Female,Italian,Rap,6 to 10,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Historical,Civics,Vodka,Ironman,1026.0,x
10/31/1977,Married,300k-500k,Graduate,Employed,Atheist,Friends,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Baseball,White,MSN,60-80 KM,2000+ KM,Historical,Civics,Vodka,The hulk,707.0,y
11/11/1979,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,volleyball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,superman,286.0,y
10/20/1985,Divorced,300k-500k,Post-Graduate,Unemployed,Agnostic,Game of Thrones,Toyota,Male,Lebanese,Country,12 to 15,Swimming,purple,Associated Press,60-80 KM,1000-1500 KM,Romantic,Commerce,Whiskey,Ironman,1177.0,y
7/1/1989,Married,300k-500k,Uneducated,Self-Employed,Believer,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Vodka,Batman,1440.0,x
3/21/1979,Unmarried,0-100K,Uneducated,Unemployed,Believer,Breaking Bad,GM,Female,French,Rock,15-18,Soccer,Orange,Reuters,60-80 KM,500-1000 KM,Drama,Physics,Beer,Batman,1352.0,y
1/7/1980,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Beer,The hulk,123.0,x
1/13/1971,Divorced,0-100K,High-School,Employed,Agnostic,Breaking Bad,GM,Female,Indian,Rock,18-20,Swimming,Blue,CNN,25-40 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,1427.0,x
11/4/1962,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Big Bang Theory,Suzuki,Female,Indian,Rock,18-20,Basketball,Red,Reuters,60-80 KM,250-500 KM,Horror,Physics,Non Drinkers,spiderman,704.0,x
8/19/1974,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Daimler-Benz,Female,Indian,Rock,18-20,cycling,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Rum,wonder woman,669.0,x
8/14/1985,Unmarried,100k-300k,Post-Graduate,Employed,Believer,How I Met your mother,Suzuki,Female,Indian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,1364.0,x
9/22/1992,Married,300k-500k,High-School,Self-Employed,Agnostic,Friends,Ford,Female,Italian,Rap,6 to 10,Baseball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,780.0,y
